time;;;bed1;;;bed2;;;bed3;;;bed4;;;bed1_lp;;;bed2_lp;;;bed3_lp;;;bed4_lp;;;eq_left;;;ecg;;;meds;;;phone;;;people_together
721;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
722;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
723;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
724;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
725;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
726;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
727;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
728;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
729;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
730;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
731;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
732;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
733;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
734;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
735;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
736;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
737;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
738;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
739;;;0;;;0;;;1;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;[]
740;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;[]
741;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;[]
742;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
743;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
744;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
745;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
746;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
747;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
748;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
749;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
750;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
751;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
752;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
753;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
754;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
755;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
756;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
757;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
758;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
759;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
760;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
761;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
762;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
763;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 2}]
764;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
765;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
766;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
767;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
768;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
769;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
770;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
771;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
772;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
773;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
774;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 2}]
775;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
776;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
777;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
778;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 2}]
779;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
780;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 2}]
781;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 2}]
782;;;0;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 2}]
783;;;0;;;0;;;1;;;3;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{1, 2, 3}]
784;;;0;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
785;;;0;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
786;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
787;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
788;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
789;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 1}]
790;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
791;;;0;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 1}]
792;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
793;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;[]
794;;;0;;;0;;;1;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
795;;;0;;;0;;;1;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
796;;;0;;;0;;;1;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
797;;;0;;;0;;;1;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
798;;;0;;;0;;;1;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
799;;;0;;;0;;;1;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
800;;;0;;;0;;;1;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
801;;;0;;;0;;;1;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
802;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[]
803;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[]
804;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[]
805;;;0;;;0;;;1;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
806;;;0;;;0;;;1;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
807;;;0;;;0;;;1;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
808;;;0;;;0;;;1;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
809;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
810;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;[]
811;;;0;;;0;;;1;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
812;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;[]
813;;;0;;;1;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
814;;;0;;;1;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
815;;;0;;;1;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
816;;;0;;;1;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
817;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;[]
818;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;[]
819;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
820;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
821;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
822;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
823;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
824;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
825;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
826;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
827;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
828;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
829;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;[{1, 2}]
830;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
831;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
832;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;[{1, 2}]
833;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;[{1, 2}]
834;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 2}]
835;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;[{1, 2}]
836;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 2}]
837;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;[{1, 2}]
838;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
839;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
840;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
841;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
842;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
843;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{1, 2}]
844;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;2;;;0;;;0;;;0;;;[{1, 2}]
845;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;2;;;0;;;0;;;0;;;[{0, 1, 2}]
846;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 1}]
847;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
848;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[]
849;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 1}]
850;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 1}]
851;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 1}]
852;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 1}]
853;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 1}]
854;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 1}]
855;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;2;;;0;;;0;;;0;;;[{0, 1, 2}]
856;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;2;;;0;;;0;;;0;;;[{0, 1, 2}]
857;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 1}]
858;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 1}]
859;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[]
860;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[]
861;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 1}]
862;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 1}]
863;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[]
864;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[]
865;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[]
866;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[]
867;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[]
868;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[]
869;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[]
870;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[]
871;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 1}]
872;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 1}]
873;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 1}]
874;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 1}]
875;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 1}]
876;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 1}]
877;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 1}]
878;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 1}]
879;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 1}]
880;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 1}]
881;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 1}]
882;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 1}]
883;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 1}]
884;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[]
885;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;2;;;0;;;0;;;0;;;[{0, 1}]
886;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
887;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 2}]
888;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 2}]
889;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 1}]
890;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
891;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;1;;;[]
892;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
893;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
894;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
895;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
896;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
897;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
898;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
899;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
900;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
901;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
902;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
903;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
904;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
905;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
906;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
907;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
908;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
909;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
910;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
911;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
912;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
913;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
914;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
915;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
916;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
917;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
918;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
919;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
920;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
921;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
922;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{0, 2}]
923;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
924;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
925;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
926;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
927;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
928;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
929;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
930;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
931;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
932;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
933;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
934;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
935;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
936;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
937;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
938;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
939;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;[{1, 2}]
940;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;[{0, 1}]
941;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;[{1, 2}]
942;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;[{1, 2}]
943;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;[{0, 2}]
944;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;[{1, 2}]
945;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;[{0, 2}]
946;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;[{1, 2}]
947;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;[{1, 2}]
948;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;[{1, 2}]
949;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;[{1, 2}]
950;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;[{1, 2}]
951;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;[{1, 2}]
952;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;[{1, 2}]
953;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;[{1, 2}]
954;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;[{1, 2}]
955;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;[{1, 2}]
956;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;[{1, 2}]
957;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;[{1, 2}]
